Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
ELL Status,Ever ELL,"2,011",4 year August,"10,832",8545,78.9,8007,73.9,93.7,1920,17.7,22.5,6087,56.2,71.2,538,5.0,6.3,1790,16.5,390,3.6,83,0.8,19,0.2
ELL Status,Ever ELL,"2,014",4 year June,"14,994",12291,82.0,11564,77.1,94.1,3170,21.1,25.8,8394,56.0,68.3,727,4.8,5.9,2060,13.7,541,3.6,13,0.1,89,0.6
ELL Status,Ever ELL,"2,013",4 year June,"12,425",9941,80.0,9276,74.7,93.3,2422,19.5,24.4,6854,55.2,68.9,665,5.4,6.7,1912,15.4,485,3.9,24,0.2,56,0.5
ELL Status,Ever ELL,"2,012",4 year June,"14,179",11287,79.6,10698,75.4,94.8,2707,19.1,24.0,7991,56.4,70.8,589,4.2,5.2,2382,16.8,424,3.0,29,0.2,45,0.3
ELL Status,Ever ELL,"2,011",4 year June,"10,832",8150,75.2,7691,71.0,94.4,1905,17.6,23.4,5786,53.4,71.0,459,4.2,5.6,2183,20.2,390,3.6,85,0.8,19,0.2
ELL Status,Ever ELL,"2,013",5 year August,"12,726",11074,87.0,10134,79.6,91.5,2416,19.0,21.8,7718,60.6,69.7,940,7.4,8.5,647,5.1,816,6.4,94,0.7,91,0.7
ELL Status,Ever ELL,"2,012",5 year August,"10,840",9314,85.9,8609,79.4,92.4,1794,16.5,19.3,6815,62.9,73.2,705,6.5,7.6,657,6.1,760,7.0,44,0.4,56,0.5
ELL Status,Ever ELL,"2,013",5 year June,"12,726",10981,86.3,10062,79.1,91.6,2415,19.0,22.0,7647,60.1,69.6,919,7.2,8.4,735,5.8,821,6.5,94,0.7,91,0.7
ELL Status,Ever ELL,"2,012",5 year June,"10,840",9241,85.2,8550,78.9,92.5,1794,16.5,19.4,6756,62.3,73.1,691,6.4,7.5,728,6.7,762,7.0,44,0.4,56,0.5
ELL Status,Ever ELL,"2,012",6 year June,"10,918",9504,87.0,8739,80.0,92.0,1794,16.4,18.9,6945,63.6,73.1,765,7.0,8.0,379,3.5,872,8.0,52,0.5,61,0.6
ELL Status,Ever ELL,"2,011",6 year June,"8,064",6771,84.0,6130,76.0,90.5,1235,15.3,18.2,4895,60.7,72.3,641,7.9,9.5,344,4.3,793,9.8,107,1.3,44,0.5
ELL Status,Former ELL,"2,014",4 year August,"4,873",4335,89.0,3996,82.0,92.2,886,18.2,20.4,3110,63.8,71.7,339,7.0,7.8,424,8.7,103,2.1,2,0.0,9,0.2
ELL Status,Former ELL,"2,013",4 year August,"3,748",3296,87.9,3010,80.3,91.3,647,17.3,19.6,2363,63.0,71.7,286,7.6,8.7,336,9.0,105,2.8,1,0.0,7,0.2
ELL Status,Former ELL,"2,012",4 year August,"3,677",3121,84.9,2868,78.0,91.9,558,15.2,17.9,2310,62.8,74.0,253,6.9,8.1,418,11.4,124,3.4,3,0.1,10,0.3
ELL Status,Former ELL,"2,011",4 year August,"2,456",1939,78.9,1788,72.8,92.2,383,15.6,19.8,1405,57.2,72.5,151,6.1,7.8,405,16.5,93,3.8,11,0.4,7,0.3
ELL Status,Former ELL,"2,010",4 year August,"2,383",1789,75.1,1628,68.3,91.0,328,13.8,18.3,1300,54.6,72.7,161,6.8,9.0,454,19.1,121,5.1,8,0.3,9,0.4
ELL Status,Former ELL,"2,009",4 year August,"2,031",1558,76.7,1457,71.7,93.5,327,16.1,21.0,1130,55.6,72.5,101,5.0,6.5,370,18.2,88,4.3,7,0.3,8,0.4
ELL Status,Former ELL,"2,008",4 year August,"1,819",1435,78.9,1375,75.6,95.8,346,19.0,24.1,1029,56.6,71.7,60,3.3,4.2,283,15.6,85,4.7,6,0.3,8,0.4
ELL Status,Former ELL,"2,007",4 year August,"1,895",1523,80.4,1302,68.7,85.5,334,17.6,21.9,968,51.1,63.6,221,11.7,14.5,259,13.7,93,4.9,13,0.7,7,0.4
Ethnicity,Multi-Racial,"2,013",5 year August,770,701,91.0,686,89.1,97.9,223,29.0,31.8,463,60.1,66.0,15,1.9,2.1,18,2.3,47,6.1,1,0.1,3,0.4
ELL Status,Former ELL,"2,006",4 year August,"1,478",1208,81.7,961,65.0,79.6,306,20.7,25.3,655,44.3,54.2,247,16.7,20.4,187,12.7,69,4.7,3,0.2,11,0.7
ELL Status,Former ELL,"2,005",4 year August,"1,457",1192,81.8,877,60.2,73.6,331,22.7,27.8,546,37.5,45.8,315,21.6,26.4,187,12.8,62,4.3,6,0.4,10,0.7
ELL Status,Former ELL,"2,014",4 year June,"4,873",4144,85.0,3844,78.9,92.8,875,18.0,21.1,2969,60.9,71.6,300,6.2,7.2,615,12.6,103,2.1,2,0.0,9,0.2
ELL Status,Former ELL,"2,013",4 year June,"3,748",3174,84.7,2920,77.9,92.0,643,17.2,20.3,2277,60.8,71.7,254,6.8,8.0,458,12.2,105,2.8,1,0.0,7,0.2
ELL Status,Former ELL,"2,012",4 year June,"3,677",2978,81.0,2749,74.8,92.3,553,15.0,18.6,2196,59.7,73.7,229,6.2,7.7,561,15.3,124,3.4,3,0.1,10,0.3
ELL Status,Former ELL,"2,011",4 year June,"2,456",1848,75.2,1719,70.0,93.0,380,15.5,20.6,1339,54.5,72.5,129,5.3,7.0,495,20.2,93,3.8,12,0.5,7,0.3
ELL Status,Former ELL,"2,010",4 year June,"2,383",1647,69.1,1506,63.2,91.4,326,13.7,19.8,1180,49.5,71.6,141,5.9,8.6,596,25.0,121,5.1,8,0.3,9,0.4
ELL Status,Former ELL,"2,009",4 year June,"2,031",1420,69.9,1337,65.8,94.2,320,15.8,22.5,1017,50.1,71.6,83,4.1,5.8,504,24.8,89,4.4,10,0.5,8,0.4
ELL Status,Former ELL,"2,008",4 year June,"1,819",1351,74.3,1301,71.5,96.3,343,18.9,25.4,958,52.7,70.9,50,2.7,3.7,366,20.1,85,4.7,7,0.4,8,0.4
ELL Status,Former ELL,"2,007",4 year June,"1,895",1434,75.7,1250,66.0,87.2,331,17.5,23.1,919,48.5,64.1,184,9.7,12.8,344,18.2,97,5.1,14,0.7,6,0.3
ELL Status,Former ELL,"2,006",4 year June,"1,478",1147,77.6,926,62.7,80.7,303,20.5,26.4,623,42.2,54.3,221,15.0,19.3,248,16.8,69,4.7,3,0.2,11,0.7
ELL Status,Former ELL,"2,005",4 year June,"1,457",1123,77.1,848,58.2,75.5,330,22.6,29.4,518,35.6,46.1,275,18.9,24.5,256,17.6,62,4.3,6,0.4,10,0.7
ELL Status,Former ELL,"2,013",5 year August,"2,388",1996,83.6,1784,74.7,89.4,455,19.1,22.8,1329,55.7,66.6,212,8.9,10.6,168,7.0,198,8.3,9,0.4,16,0.7
ELL Status,Former ELL,"2,012",5 year August,"3,826",3494,91.3,3194,83.5,91.4,590,15.4,16.9,2604,68.1,74.5,300,7.8,8.6,152,4.0,168,4.4,3,0.1,7,0.2
ELL Status,Former ELL,"2,011",5 year August,"2,533",2208,87.2,2013,79.5,91.2,389,15.4,17.6,1624,64.1,73.6,195,7.7,8.8,132,5.2,173,6.8,9,0.4,10,0.4
ELL Status,Former ELL,"2,010",5 year August,"2,333",1955,83.8,1754,75.2,89.7,336,14.4,17.2,1418,60.8,72.5,201,8.6,10.3,165,7.1,194,8.3,5,0.2,10,0.4
ELL Status,Former ELL,"2,009",5 year August,"2,052",1716,83.6,1594,77.7,92.9,334,16.3,19.5,1260,61.4,73.4,122,5.9,7.1,163,7.9,154,7.5,9,0.4,7,0.3
ELL Status,Former ELL,"2,008",5 year August,"1,860",1570,84.4,1495,80.4,95.2,352,18.9,22.4,1143,61.5,72.8,75,4.0,4.8,120,6.5,149,8.0,9,0.5,9,0.5
ELL Status,Former ELL,"2,007",5 year August,"1,871",1625,86.9,1361,72.7,83.8,335,17.9,20.6,1026,54.8,63.1,264,14.1,16.2,68,3.6,158,8.4,9,0.5,11,0.6
ELL Status,Former ELL,"2,006",5 year August,"1,595",1379,86.5,1048,65.7,76.0,318,19.9,23.1,730,45.8,52.9,331,20.8,24.0,64,4.0,134,8.4,8,0.5,10,0.6
ELL Status,Former ELL,"2,013",5 year June,"2,388",1970,82.5,1765,73.9,89.6,455,19.1,23.1,1310,54.9,66.5,205,8.6,10.4,193,8.1,199,8.3,9,0.4,16,0.7
ELL Status,Former ELL,"2,012",5 year June,"3,826",3472,90.7,3175,83.0,91.4,590,15.4,17.0,2585,67.6,74.5,297,7.8,8.6,173,4.5,169,4.4,3,0.1,7,0.2
ELL Status,Former ELL,"2,011",5 year June,"2,533",2186,86.3,1997,78.8,91.4,389,15.4,17.8,1608,63.5,73.6,189,7.5,8.6,154,6.1,173,6.8,9,0.4,10,0.4
ELL Status,Former ELL,"2,010",5 year June,"2,333",1921,82.3,1730,74.2,90.1,336,14.4,17.5,1394,59.8,72.6,191,8.2,9.9,197,8.4,195,8.4,6,0.3,10,0.4
ELL Status,Former ELL,"2,009",5 year June,"2,052",1689,82.3,1572,76.6,93.1,334,16.3,19.8,1238,60.3,73.3,117,5.7,6.9,188,9.2,156,7.6,9,0.4,7,0.3
ELL Status,Former ELL,"2,008",5 year June,"1,860",1553,83.5,1481,79.6,95.4,351,18.9,22.6,1130,60.8,72.8,72,3.9,4.6,135,7.3,151,8.1,9,0.5,9,0.5
ELL Status,Former ELL,"2,007",5 year June,"1,871",1608,85.9,1352,72.3,84.1,335,17.9,20.8,1017,54.4,63.2,256,13.7,15.9,82,4.4,161,8.6,9,0.5,11,0.6
ELL Status,Former ELL,"2,006",5 year June,"1,595",1353,84.8,1039,65.1,76.8,318,19.9,23.5,721,45.2,53.3,314,19.7,23.2,83,5.2,140,8.8,8,0.5,11,0.7
ELL Status,Former ELL,"2,012",6 year June,"3,520",3209,91.2,2925,83.1,91.1,560,15.9,17.5,2365,67.2,73.7,284,8.1,8.9,100,2.8,186,5.3,5,0.1,9,0.3
ELL Status,Former ELL,"2,011",6 year June,"2,619",2341,89.4,2126,81.2,90.8,393,15.0,16.8,1733,66.2,74.0,215,8.2,9.2,72,2.7,189,7.2,10,0.4,6,0.2
ELL Status,Former ELL,"2,010",6 year June,"2,323",2002,86.2,1792,77.1,89.5,331,14.2,16.5,1461,62.9,73.0,210,9.0,10.5,90,3.9,208,9.0,7,0.3,13,0.6
ELL Status,Former ELL,"2,009",6 year June,"2,029",1755,86.5,1626,80.1,92.6,334,16.5,19.0,1292,63.7,73.6,129,6.4,7.4,85,4.2,170,8.4,10,0.5,6,0.3
ELL Status,Former ELL,"2,008",6 year June,"1,856",1612,86.9,1534,82.7,95.2,353,19.0,21.9,1181,63.6,73.3,78,4.2,4.8,60,3.2,163,8.8,8,0.4,10,0.5
ELL Status,Former ELL,"2,007",6 year June,"1,867",1657,88.8,1376,73.7,83.0,336,18.0,20.3,1040,55.7,62.8,281,15.1,17.0,25,1.3,168,9.0,8,0.4,9,0.5
ELL Status,Former ELL,"2,006",6 year June,"1,637",1414,86.4,1061,64.8,75.0,319,19.5,22.6,742,45.3,52.5,353,21.6,25.0,32,2.0,168,10.3,7,0.4,15,0.9
ELL Status,Former ELL,"2,005",6 year June,"1,461",1314,89.9,923,63.2,70.2,345,23.6,26.3,578,39.6,44.0,391,26.8,29.8,26,1.8,102,7.0,8,0.5,10,0.7
ELL Status,Never ELL,"2,014",4 year August,"53,183",41752,78.5,38623,72.6,92.5,12386,23.3,29.7,26237,49.3,62.8,3129,5.9,7.5,7462,14.0,3269,6.1,234,0.4,457,0.9
ELL Status,Never ELL,"2,013",4 year August,"54,357",41891,77.1,39159,72.0,93.5,12230,22.5,29.2,26929,49.5,64.3,2732,5.0,6.5,8159,15.0,3516,6.5,285,0.5,428,0.8
ELL Status,Never ELL,"2,012",4 year August,"53,834",40452,75.1,37954,70.5,93.8,10994,20.4,27.2,26960,50.1,66.6,2498,4.6,6.2,8386,15.6,4180,7.8,302,0.6,365,0.7
ELL Status,Never ELL,"2,011",4 year August,"56,208",40897,72.8,38740,68.9,94.7,11346,20.2,27.7,27394,48.7,67.0,2157,3.8,5.3,9647,17.2,4697,8.4,468,0.8,383,0.7
ELL Status,Never ELL,"2,014",4 year June,"53,183",40211,75.6,37422,70.4,93.1,12332,23.2,30.7,25090,47.2,62.4,2789,5.2,6.9,9000,16.9,3269,6.1,237,0.4,457,0.9
ELL Status,Never ELL,"2,013",4 year June,"54,357",40323,74.2,37911,69.7,94.0,12173,22.4,30.2,25738,47.3,63.8,2412,4.4,6.0,9716,17.9,3516,6.5,295,0.5,428,0.8
ELL Status,Never ELL,"2,012",4 year June,"53,834",38945,72.3,36740,68.2,94.3,10956,20.4,28.1,25784,47.9,66.2,2205,4.1,5.7,9887,18.4,4181,7.8,305,0.6,365,0.7
ELL Status,Never ELL,"2,011",4 year June,"56,208",39179,69.7,37304,66.4,95.2,11292,20.1,28.8,26012,46.3,66.4,1875,3.3,4.8,11352,20.2,4697,8.4,478,0.9,383,0.7
ELL Status,Never ELL,"2,013",5 year August,"54,192",44021,81.2,40578,74.9,92.2,12149,22.4,27.6,28429,52.5,64.6,3443,6.4,7.8,3638,6.7,5203,9.6,773,1.4,544,1.0
ELL Status,Never ELL,"2,012",5 year August,"57,365",46124,80.4,42859,74.7,92.9,11941,20.8,25.9,30918,53.9,67.0,3265,5.7,7.1,4111,7.2,5820,10.1,706,1.2,474,0.8
ELL Status,Never ELL,"2,013",5 year June,"54,192",43716,80.7,40396,74.5,92.4,12147,22.4,27.8,28249,52.1,64.6,3320,6.1,7.6,3938,7.3,5207,9.6,774,1.4,544,1.0
ELL Status,Never ELL,"2,012",5 year June,"57,365",45789,79.8,42643,74.3,93.1,11941,20.8,26.1,30702,53.5,67.1,3146,5.5,6.9,4436,7.7,5829,10.2,706,1.2,474,0.8
ELL Status,Never ELL,"2,012",6 year June,"57,198",46963,82.1,43405,75.9,92.4,11941,20.9,25.4,31464,55.0,67.0,3558,6.2,7.6,2523,4.4,6341,11.1,786,1.4,520,0.9
ELL Status,Never ELL,"2,011",6 year June,"59,472",47600,80.0,44386,74.6,93.2,12056,20.3,25.3,32330,54.4,67.9,3214,5.4,6.8,2834,4.8,7498,12.6,906,1.5,514,0.9
ELL Status,Not ELL,"2,014",4 year August,"63,304",50236,79.4,46599,73.6,92.8,14688,23.2,29.2,31911,50.4,63.5,3637,5.7,7.2,8571,13.5,3707,5.9,244,0.4,537,0.8
ELL Status,Not ELL,"2,013",4 year August,"63,034",48956,77.7,45755,72.6,93.5,14023,22.2,28.6,31732,50.3,64.8,3201,5.1,6.5,9319,14.8,3896,6.2,304,0.5,477,0.8
ELL Status,Not ELL,"2,012",4 year August,"64,336",49119,76.3,46200,71.8,94.1,13161,20.5,26.8,33039,51.4,67.3,2919,4.5,5.9,9850,15.3,4480,7.0,327,0.5,400,0.6
ELL Status,Not ELL,"2,011",4 year August,"64,584",47503,73.6,44959,69.6,94.6,12883,19.9,27.1,32076,49.7,67.5,2544,3.9,5.4,11032,17.1,4994,7.7,540,0.8,395,0.6
ELL Status,Not ELL,"2,010",4 year August,"64,852",46802,72.2,44144,68.1,94.3,12662,19.5,27.1,31482,48.5,67.3,2658,4.1,5.7,11611,17.9,5337,8.2,589,0.9,391,0.6
ELL Status,Not ELL,"2,009",4 year August,"67,440",46833,69.4,44583,66.1,95.2,12577,18.6,26.9,32006,47.5,68.3,2250,3.3,4.8,12815,19.0,6289,9.3,730,1.1,618,0.9
ELL Status,Not ELL,"2,008",4 year August,"68,727",46422,67.5,44311,64.5,95.5,12294,17.9,26.5,32017,46.6,69.0,2111,3.1,4.5,13524,19.7,7150,10.4,858,1.2,672,1.0
ELL Status,Not ELL,"2,007",4 year August,"68,138",46284,67.9,39902,58.6,86.2,12168,17.9,26.3,27734,40.7,59.9,6382,9.4,13.8,12263,18.0,7655,11.2,731,1.1,1116,1.6
ELL Status,Not ELL,"2,006",4 year August,"67,812",45623,67.3,36617,54.0,80.3,12087,17.8,26.5,24530,36.2,53.8,9006,13.3,19.7,12200,18.0,7580,11.2,914,1.3,1464,2.2
ELL Status,Not ELL,"2,005",4 year August,"67,144",43408,64.6,32826,48.9,75.6,11692,17.4,26.9,21134,31.5,48.7,10582,15.8,24.4,13636,20.3,7393,11.0,1032,1.5,1675,2.5
ELL Status,Not ELL,"2,004",4 year August,"66,523",42086,63.3,30377,45.7,72.2,No Data,No Data,No Data,No Data,No Data,No Data,11713,17.6,27.8,14746,22.2,8286,12.5,No Data,No Data,No Data,No Data
ELL Status,Not ELL,"2,014",4 year June,"63,304",48358,76.4,45142,71.3,93.3,14627,23.1,30.2,30515,48.2,63.1,3216,5.1,6.7,10445,16.5,3707,5.9,248,0.4,537,0.8
ELL Status,Not ELL,"2,013",4 year June,"63,034",47090,74.7,44267,70.2,94.0,13952,22.1,29.6,30315,48.1,64.4,2823,4.5,6.0,11170,17.7,3896,6.2,318,0.5,477,0.8
ELL Status,Not ELL,"2,012",4 year June,"64,336",47254,73.4,44689,69.5,94.6,13110,20.4,27.7,31579,49.1,66.8,2565,4.0,5.4,11708,18.2,4481,7.0,331,0.5,400,0.6
ELL Status,Not ELL,"2,011",4 year June,"64,584",45481,70.4,43276,67.0,95.2,12817,19.8,28.2,30459,47.2,67.0,2205,3.4,4.8,13040,20.2,4994,7.7,551,0.9,395,0.6
ELL Status,Not ELL,"2,010",4 year June,"64,852",44111,68.0,41820,64.5,94.8,12549,19.4,28.4,29271,45.1,66.4,2291,3.5,5.2,14292,22.0,5338,8.2,595,0.9,391,0.6
ELL Status,Not ELL,"2,009",4 year June,"67,440",43830,65.0,41956,62.2,95.7,12480,18.5,28.5,29476,43.7,67.3,1874,2.8,4.3,15769,23.4,6294,9.3,772,1.1,618,0.9
ELL Status,Not ELL,"2,008",4 year June,"68,727",43575,63.4,41790,60.8,95.9,12217,17.8,28.0,29573,43.0,67.9,1785,2.6,4.1,16305,23.7,7178,10.4,896,1.3,672,1.0
ELL Status,Not ELL,"2,007",4 year June,"68,138",43227,63.4,38092,55.9,88.1,12065,17.7,27.9,26027,38.2,60.2,5135,7.5,11.9,15209,22.3,7747,11.4,780,1.1,1085,1.6
ELL Status,Not ELL,"2,006",4 year June,"67,812",42884,63.2,35207,51.9,82.1,11989,17.7,28.0,23218,34.2,54.1,7677,11.3,17.9,14887,22.0,7631,11.3,914,1.3,1465,2.2
ELL Status,Not ELL,"2,005",4 year June,"67,144",41011,61.1,31733,47.3,77.4,11599,17.3,28.3,20134,30.0,49.1,9278,13.8,22.6,16028,23.9,7395,11.0,1035,1.5,1675,2.5
ELL Status,Not ELL,"2,004",4 year June,"66,523",39274,59.0,29148,43.8,74.2,12105,18.2,30.8,17043,25.6,43.4,10126,15.2,25.8,17556,26.4,8287,12.5,1127,1.7,272,0.4
ELL Status,Not ELL,"2,003",4 year June,"65,725",36938,56.2,26536,40.4,71.8,11066,16.8,30.0,15470,23.5,41.9,10402,15.8,28.2,17993,27.4,9310,14.2,829,1.3,560,0.9
ELL Status,Not ELL,"2,002",4 year June,"67,057",34861,52.0,24459,36.5,70.2,9303,13.9,26.7,15156,22.6,43.5,10427,15.5,29.9,18659,27.8,11428,17.0,745,1.1,1024,1.5
ELL Status,Not ELL,"2,001",4 year June,"63,603",31712,49.9,21205,33.3,66.9,8934,14.0,28.2,12271,19.3,38.7,10530,16.6,33.2,17199,27.0,13117,20.6,1319,2.1,238,0.4
ELL Status,Not ELL,"2,013",5 year August,"64,530",53099,82.3,48928,75.8,92.1,14110,21.9,26.6,34818,54.0,65.6,4171,6.5,7.9,4117,6.4,5821,9.0,858,1.3,619,1.0
ELL Status,Not ELL,"2,012",5 year August,"64,379",51944,80.7,48274,75.0,92.9,13145,20.4,25.3,35129,54.6,67.6,3670,5.7,7.1,4616,7.2,6412,10.0,747,1.2,523,0.8
ELL Status,Not ELL,"2,011",5 year August,"64,915",51023,78.6,47686,73.5,93.5,12899,19.9,25.3,34787,53.6,68.2,3337,5.1,6.5,4785,7.4,7520,11.6,920,1.4,500,0.8
ELL Status,Not ELL,"2,010",5 year August,"64,934",50485,77.7,47042,72.4,93.2,12690,19.5,25.1,34352,52.9,68.0,3443,5.3,6.8,5173,8.0,7707,11.9,904,1.4,510,0.8
ELL Status,Not ELL,"2,009",5 year August,"67,362",50799,75.4,47836,71.0,94.2,12626,18.7,24.9,35210,52.3,69.3,2963,4.4,5.8,5868,8.7,8853,13.1,926,1.4,722,1.1
ELL Status,Not ELL,"2,008",5 year August,"68,590",50141,73.1,47407,69.1,94.5,12331,18.0,24.6,35076,51.1,70.0,2734,4.0,5.5,6013,8.8,9911,14.4,1566,2.3,784,1.1
ELL Status,Not ELL,"2,007",5 year August,"67,896",49552,73.0,41442,61.0,83.6,12098,17.8,24.4,29344,43.2,59.2,8110,11.9,16.4,4139,6.1,11484,16.9,1482,2.2,1138,1.7
ELL Status,Not ELL,"2,006",5 year August,"68,405",49452,72.3,38330,56.0,77.5,12124,17.7,24.5,26206,38.3,53.0,11122,16.3,22.5,4581,6.7,11185,16.4,1683,2.5,1434,2.1
ELL Status,Not ELL,"2,013",5 year June,"64,530",52727,81.7,48693,75.5,92.3,14107,21.9,26.8,34586,53.6,65.6,4034,6.3,7.7,4480,6.9,5829,9.0,859,1.3,619,1.0
ELL Status,Not ELL,"2,012",5 year June,"64,379",51558,80.1,48018,74.6,93.1,13145,20.4,25.5,34873,54.2,67.6,3540,5.5,6.9,4991,7.8,6422,10.0,747,1.2,523,0.8
ELL Status,Not ELL,"2,011",5 year June,"64,915",50545,77.9,47344,72.9,93.7,12898,19.9,25.5,34446,53.1,68.1,3201,4.9,6.3,5243,8.1,7533,11.6,923,1.4,500,0.8
ELL Status,Not ELL,"2,010",5 year June,"64,934",49981,77.0,46648,71.8,93.3,12688,19.5,25.4,33960,52.3,67.9,3333,5.1,6.7,5651,8.7,7730,11.9,907,1.4,510,0.8
ELL Status,Not ELL,"2,009",5 year June,"67,362",50089,74.4,47258,70.2,94.3,12622,18.7,25.2,34636,51.4,69.1,2831,4.2,5.7,6542,9.7,8882,13.2,932,1.4,722,1.1
ELL Status,Not ELL,"2,008",5 year June,"68,590",49429,72.1,46819,68.3,94.7,12327,18.0,24.9,34492,50.3,69.8,2610,3.8,5.3,6652,9.7,9966,14.5,1579,2.3,784,1.1
ELL Status,Not ELL,"2,007",5 year June,"67,896",48973,72.1,41178,60.6,84.1,12097,17.8,24.7,29081,42.8,59.4,7795,11.5,15.9,4552,6.7,11641,17.1,1491,2.2,1138,1.7
ELL Status,Not ELL,"2,006",5 year June,"68,405",48809,71.4,38097,55.7,78.1,12124,17.7,24.8,25973,38.0,53.2,10712,15.7,21.9,5050,7.4,11389,16.6,1683,2.5,1403,2.1
ELL Status,Not ELL,"2,005",5 year June,"69,404",48442,69.8,35379,51.0,73.0,12132,17.5,25.0,23247,33.5,48.0,13063,18.8,27.0,5650,8.1,11728,16.9,1673,2.4,1848,2.7
ELL Status,Not ELL,"2,004",5 year June,"67,305",45894,68.2,31740,47.2,69.2,12283,18.2,26.8,19457,28.9,42.4,14154,21.0,30.8,6214,9.2,11397,16.9,1664,2.5,2127,3.2
ELL Status,Not ELL,"2,003",5 year June,"65,725",43160,65.7,28728,43.7,66.6,11236,17.1,26.0,17492,26.6,40.5,14432,22.0,33.4,7193,10.9,12984,19.8,1592,2.4,698,1.1
ELL Status,Not ELL,"2,002",5 year June,"67,057",41481,61.9,26684,39.8,64.3,9569,14.3,23.1,17115,25.5,41.3,15047,22.4,36.3,7470,11.1,15393,23.0,1320,2.0,1040,1.6
ELL Status,Not ELL,"2,001",5 year June,"63,603",37397,58.8,22692,35.7,60.7,9078,14.3,24.3,13614,21.4,36.4,14764,23.2,39.5,6819,10.7,17189,27.0,1894,3.0,238,0.4
ELL Status,Not ELL,"2,012",6 year June,"64,596",53258,82.4,49219,76.2,92.4,13175,20.4,24.7,36044,55.8,67.7,4039,6.3,7.6,2802,4.3,7027,10.9,833,1.3,572,0.9
ELL Status,Not ELL,"2,011",6 year June,"64,917",52030,80.1,48390,74.5,93.0,12898,19.9,24.8,35492,54.7,68.2,3640,5.6,7.0,3106,4.8,8102,12.5,1003,1.5,552,0.9
ELL Status,Not ELL,"2,010",6 year June,"65,104",51777,79.5,47989,73.7,92.7,12692,19.5,24.5,35297,54.2,68.2,3788,5.8,7.3,3194,4.9,8452,13.0,975,1.5,511,0.8
ELL Status,Not ELL,"2,009",6 year June,"67,437",52254,77.5,48935,72.6,93.6,12628,18.7,24.2,36307,53.8,69.5,3319,4.9,6.4,3521,5.2,9682,14.4,1013,1.5,751,1.1
ELL Status,Not ELL,"2,008",6 year June,"68,447",51464,75.2,48409,70.7,94.1,12332,18.0,24.0,36077,52.7,70.1,3055,4.5,5.9,3360,4.9,10628,15.5,2056,3.0,765,1.1
ELL Status,Not ELL,"2,007",6 year June,"67,998",50871,74.8,42206,62.1,83.0,12180,17.9,23.9,30026,44.2,59.0,8665,12.7,17.0,2346,3.5,11914,17.5,1641,2.4,1094,1.6
ELL Status,Not ELL,"2,006",6 year June,"67,585",50639,74.9,38762,57.4,76.5,12112,17.9,23.9,26650,39.4,52.6,11877,17.6,23.5,2111,3.1,11713,17.3,1653,2.4,1383,2.0
ELL Status,Not ELL,"2,005",6 year June,"67,863",49112,72.4,35086,51.7,71.4,11791,17.4,24.0,23295,34.3,47.4,14026,20.7,28.6,2945,4.3,12279,18.1,1767,2.6,1683,2.5
ELL Status,Not ELL,"2,004",6 year June,"67,355",47985,71.2,32358,48.0,67.4,12282,18.2,25.6,20076,29.8,41.8,15627,23.2,32.6,3849,5.7,12596,18.7,1700,2.5,1137,1.7
ELL Status,Not ELL,"2,003",6 year June,"65,986",45192,68.5,29267,44.4,64.8,11244,17.0,24.9,18023,27.3,39.9,15925,24.1,35.2,3550,5.4,14156,21.5,1700,2.6,1290,2.0
ELL Status,Not ELL,"2,002",6 year June,"67,057",43338,64.6,27081,40.4,62.5,9583,14.3,22.1,17498,26.1,40.4,16507,24.6,38.1,4032,6.0,16784,25.0,1480,2.2,1070,1.6
ELL Status,Not ELL,"2,001",6 year June,"63,603",39055,61.4,23047,36.2,59.0,9093,14.3,23.3,13954,21.9,35.7,16152,25.4,41.4,3241,5.1,18940,29.8,2063,3.2,238,0.4
Ethnicity,Asian,"2,014",4 year August,"13,123",11567,88.1,11293,86.1,97.6,6572,50.1,56.8,4721,36.0,40.8,274,2.1,2.4,1002,7.6,488,3.7,32,0.2,34,0.3
Ethnicity,Asian,"2,013",4 year August,"12,480",10926,87.5,10724,85.9,98.2,6147,49.3,56.3,4577,36.7,41.9,202,1.6,1.8,992,7.9,501,4.0,24,0.2,34,0.3
Ethnicity,Asian,"2,012",4 year August,"12,480",10707,85.8,10525,84.3,98.3,5871,47.0,54.8,4654,37.3,43.5,182,1.5,1.7,1123,9.0,576,4.6,38,0.3,30,0.2
Ethnicity,Asian,"2,011",4 year August,"12,834",10910,85.0,10774,83.9,98.8,6042,47.1,55.4,4732,36.9,43.4,136,1.1,1.2,1275,9.9,589,4.6,36,0.3,22,0.2
Ethnicity,Asian,"2,010",4 year August,"12,967",10706,82.6,10559,81.4,98.6,5927,45.7,55.4,4632,35.7,43.3,147,1.1,1.4,1428,11.0,756,5.8,46,0.4,26,0.2
